Unnamed: 0;fecha;HORA declarada;Ruta;Operador;flight_no;route;ac_type;registration;cn_ln;all_aboard;PASAJEROS A BORDO;crew_aboard;cantidad de fallecidos;passenger_fatalities;crew_fatalities;ground;summary;Lugar_Despegue
3461;1987-11-29;1130;Over the Andaman Sea;Korean Airlines;858;Abu Dhabi - Bangkok;Boeing B-707-3B5C;HL-7406;20522/855;115;104;11;115;104;11;0;The plane crashed while on a flight from Abu Dhabi to Bangkok. Detonation of an explosive device in the passenger cabin left by two passengers who exited  the plane at Abu Dhabi. A 75 year old man and Korean woman were arrested as they tried to use fake passports to fly to Rome. While under guard, the man bit into a cyanide capsule and died. The woman, a North Korean agent, confessed to the crime.;Abu Dhabi 
3462;1987-12-03;1600;Near Kishwati, Rwanda;Cooper Skybird Air Charters;flight no Definida;Goma-Nairobi;Cessna 404 Titan;5Y-EJS;cn_ln no Definida;14;13;1;14;13;1;0;The aircraft crashed  into a top of a tree 10 km from the airport, about 18 minutes after taking off,;Goma
3466;1987-12-14;2130;Off Vila dos Remidos, Brazil;Military - Brazilian Air Force;flight no Definida;Recife - Fernando de Noronha;Lockheed C-130H;FAB2468;4998;29;23;6;29;23;6;0;Crashed into the Atlantic Ocean while en route for reasons unknown.;Recife 
3469;1987-12-30;?;Pacific Ocean;Merpati Nasantara Airlines;flight no Definida;Samarinda - Berau;de Havilland Canada DHC-6 Twin Otter 300;PK-NUY;459;17;14;3;17;14;3;0;Disappeared between Samarinda and Berau, Indonesia.;Samarinda 
3473;1988-01-18;2217;Near Chungking, Sichuan, China;China Southwest Airlines;4146;Beijing - Chongqing;Ilyushin IL-18D;B-222;187009901;108;98;10;108;98;10;0;The aircraft crashed 10 minutes before its scheduled landing. Fire in and failure of the No. 4 engine led to separation of the pylon and engine and loss of control of the aircraft. Overheating of the feathering oil. Poor maintenance procedures.;Beijing 
3476;1988-01-24;1649;Near Nizhnevartovsk, Russia;Aeroflot;flight no Definida;Nizhnevartovsk - Tyumen;Yakovlev YAK-40;CCCP-87549;9531442;31;27;4;27;23;4;0;The plane stalled and crashed after a loss of engine power on takeoff. The engine throttles were reduced at  a critical stage of the takeoff for undetermined reasons, probably by the crew.;Nizhnevartovsk 
3478;1988-02-08;0758;Near Mulheim, Germany;NFD - Nurnberger Flugdienst;108;Hannover - Dusseldorf;Swearingen SA.227AC Metro III;D-CABB;AC-500;21;19;2;21;19;2;0;The plane was struck by lightning and suffered a complete electrical failure after which the right wing broke off during an uncontrollable descent.;Hannover 
3479;1988-02-19;2127;Cary, North Carolina;AV Air / American Eagle;3378;Raleigh - Richmond;Swearingen SA227-AC;N622AV;AC-622;12;10;2;12;10;2;0;The plane crashed into a reservoir shortly after taking off in low visibility and ceiling. The failure of the flight crew to maintain a proper flight path because of the first officer's inappropriate instrument scan, the captain's inadequate monitoring of the flight, and the flight  and the flight crew's response to a perceived fault in the airplane's stall avoidance system.;Raleigh 
3482;1988-03-01;1728;Near Johannesburg, South Africa;Commercial Airways (Comair);206;Phalaborwa - Johannesburg;Embraer 110P1 Bandeirante;ZS-LGP;110-402;17;15;2;17;15;2;0;The aircraft crashed and burned 8 miles from Jan Smuts Airport while attemping to land. Detonation of a bomb consisting of nitro-glycerine and ammonium nitrate. A mineworker who heavily insured himself was thought to have committed suicide.;Phalaborwa 
3483;1988-03-04;0637;Near Fontainebleau, France;Transport Arien Transregional;230;Nancy - Paris;Fairchild FH-227B;F-GCPS;546;23;20;3;23;20;3;0;Crashed after hitting power lines while making an approach to Orly. Electrical system failure.;Nancy 
3488;1988-04-10;1510;Near Mazâr-e Charif, Afghanistan;Military - Afghan Republican Air Force;flight no Definida;Maimana - Mazar;Antonov AN-26;Placa de Avion no Definida;cn_ln no Definida;29;26;3;29;26;3;0;Shot down by Afghan guerillas with an anti-aircraft missile.;Maimana 
3489;1988-04-12;2009;Near Hennenman, South Africa;United Airways;flight no Definida;Bloemfontein - Johannesburg;Douglas DC-3C;ZS-UAS;6154;24;21;3;24;21;3;0;The plane crashed after fire broke out at FL90 and an emergency descent was made. A leak at the right booster pump was the source of the fire.;Bloemfontein 
3490;1988-04-19;0503;Bagdarin, USSR;Aeroflot;flight no Definida;Muya - Bagdarin;Let 410UVP Turolet;CCCP67518;851422;17;15;2;17;15;2;0;Crashed into a mountain during descent  in poor weather.;Muya 
3492;1988-04-28;1346;Maui, Hawaii;Aloha Airlines;243;Hilo - Honolulu;Boeing B-737-297;N73711;20209;95;90;5;1;0;1;0;The aircraft suffered separation of the top of the fuselage resulting in explosive decompression and severe structural damage. Fflight attendant C.B. Lansing was sucked out of the opening in the fuselage and her body never recovered. The plane named Queen Lili'uokalani, made a safe emergency landing at Kahuiui Airport on Maui. Failure of Aloha Airline's maintenance program to detect the presence of disbonding and fatigue damage which led to failure of the lap joint at S-10L and the separation of the fuselage upper lobe. Contributing factors were the failure of Aloha Airline's management to properly supervise its maintenance crew as well as the failure of the FAA to properly evaluate the Aloha Airlines maintenance program and to assess the airline's inspection and quality control deficiencies. In addition the maintenance program underestimated the need for inspections with the large number of pressurizations/depressurizations and humid salt air climate the plane was subjected to.;Hilo 
3493;1988-05-06;2229;Near Broennoysund, Norway;Wideroe's Flyveselksap;710;Namsos - Bronnoysund;de Havilland Canada DHC-7-102;LN-WFN;028;36;33;3;36;33;3;0;Crashed into a hillside during approach in foggy weather. The crew started the approach to 4NM too early. Navigation error. Pilot error.;Namsos 
3494;1988-05-24;1255;New Orleans, Louisiana;TACA;flight no Definida;Belize City, Belize - New Orleans, LA;Boeing B-737-3T0;N75356;23838;45;38;7;0;0;0;0;The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.;Belize City, Belize 
3496;1988-05-26;2225;Hannover, Germany;Starair;flight no Definida;Billund - Hannover - Nurnberg;Fokker F-27 Friendship 600;OY-APE;10443;2;0;2;2;0;2;0;While landing the cargo plane pitched up for a go-around causing cargo to shift and the plane to lose control and crash.;Billund 
3497;1988-06-12;0923;Posadas, Argentina;Austral Lineas Aeras (Argentina);flight no Definida;Resistencia - Posadas;McDonnell Douglas MD-81;N1003G;48050/989;22;16;6;22;16;6;0;The airliner crashed 3 miles short of the runway in poor visibility. Crew's overconfidence and  incorrect in-flight planning.;Resistencia 
3499;1988-06-26;1445;Habsheim, France;Air France;296Q;Basel - Basel;Airbus A320-111;F-GFKC;009;136;130;6;3;3;0;0;The plane was scheduled to perform a series of fly-bys at an air show. The plane was to descend to 100 ft. altitude with landing gear and flaps extended. The automatic go-around protection (Alpha Floor Function) was inhibited for the maneuver. During the maneuver, the plane descended thru 100 ft. to an altitude of 30 feet and hit trees at the end of the runway. The aircraft was totally destroyed by the successive impacts and violent fire which followed. The pilot allowed the aircraft to descend through 100 ft. at slow speed and maximum angle of attack and was late in applying go-around power. Unfamiliarity of the crew with the landing field and lack of planning for the flyby.;Basel 
3500;1988-07-03;1055;Over the Persian Gulf, near Bandar Abbas, Iran;Iran Air;655;Bandar Abbas - Dubai;Airbus A300B2-203;EP-IBU;186;290;278;12;290;278;12;0;The civilian Iranian airliner was shot down by the U.S. Navy vessel U.S.S. Vincennes with surface-to-air missiles. The Vincennes was protecting other civilian ships in the area from Iranian gunboats. The Vincennes responded to hostile action taking place against a ship by Iranian gun boats. However, orders to the captain were to send a helicopter to investigate but maintain position. In fact, the ship headed towards the hostilities and penetrated 2nm inside Iranian territorial waters and after the helicopter was fired upon, engaged the enemy boats. The ill-fated airliner was delayed in leaving Bandar Abbas because of a problem with the passport of a passenger. Soon after taking off the target appeared on the radar of the Vincennes. Because the plane was late and confusion of time zones, the crew was not expecting an airliner in the area. When the target was first identified, it squawked both 2 (military) and 3 (civilian). The reason for this was the radar tracker ball was left in the vicinity of the Bandar Abbas airport and the radar was picking up both the airliner and a military F-14 jet fighter at the same time. Playing it safe, the plane was misidentified as a F-14 Iranian fighter. The aircraft did not respond to 10 radio challenges from the Vincennes. However, 7 were on military frequencies which the airliner could not pick up. Three were on the civil emergency frequency addressed to the so called military F-14. When the plane was nearing 10 miles from the ship, it was reported to the captain that the aircraft was descending. At that time the surface-to-air missiles were fired destroying the aircraft. At the inquiry computer data showed that the plane was never descending and actually was ascending at a steady rate. Incredibly, a military investigation concluded that although the U.S. government regretted the loss of human life, the captain and crew were not at fault and acted properly in shooting down the airliner.;Bandar Abbas 
3502;1988-07-20;1925;Golden Meadow, Louisiana;TACA;flight no Definida;El Salvador - New Orleans;Douglas C-118A;N33VX;44615/541;3;0;3;3;0;3;0;The cargo plane ran out of fuel and crashed into a dirt bank . Fuel starvaion. Open drain valve inside the No. 4 engine led to the loss of fuel.;El Salvador 
3503;1988-07-21;?;Near Lagos, Nigeria;Angola Air Charter;flight no Definida;Oostende, Belgium - Lagos, Nigeria;Boeing 707-328C;D2-TOV;18881/436;6;0;6;6;0;6;0;Crashed on approach.;Oostende, Belgium 
3504;1988-08-02;?;Sofia, Bulgaria;Balkan Bulgarian Airlines;flight no Definida;Sofia  - Varna;Yakovlev YAK-40;LZ-DOK;9620247;37;33;4;29;26;3;0;"Crashed on takeoff from Sophia airport en route to Varna. Possible crew error. The stabilizer was set in the full ""Down"" position, instead it was supposed to be set between 2.5-3 degrees in ""the Up"" position.";Sofia  
3506;1988-08-17;1630;Bahawalpur, Pakistan;Military - Pakistan Air Force;flight no Definida;Bahawalpur - Islamabad;Lockheed C-130B Hercules;23494;3708;30;0;0;30;0;0;0;Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure.;Bahawalpur 
3510;1988-08-31;0901;Dallas, Texas;Delta Air Lines;1141;Dallas/Fort Worth, TX - Salt Lake City, UT;Boeing B-727-232 Adv;N473DA;20750/992;108;101;7;14;12;2;0;The aircraft stalled and crashed during takeoff, hitting a ILS localizer antenna, 1,000 feet beyond the end of the runway. Crew error. Improperly set flaps and slats. Failure of the takeoff safety warning system.;Dallas/Fort Worth, TX 
3511;1988-08-31;1000;Cerro de la Calera, Mexico;Transporte Aereo Federal;flight no Definida;Uruapan - Lazro;Embraer 110P1 Bandeirante;XC-COX;110-192;20;18;2;20;18;2;0;The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.;Uruapan 
3513;1988-09-12;1430;Lago Agrio, Ecuador;TAME Ecuador;flight no Definida;Lago Agrio - Quito;Lockheed L-188A Electra;HC-AZY;1052;7;1;6;7;1;6;0;The positioning flight took off with one bad engine. Another engine failed and the plane crashed and burst into flames.;Lago Agrio 
3517;1988-10-04;2300;Near Batagay, Russia;Aeroflot;flight no Definida;Tikis - Batagay;Antonov 12BP;CCCP-11418;401712;6;0;6;6;0;6;0;The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain.;Tikis 
3519;1988-10-11;1420;Wurtsmith AFB, Michigan;Military - U.S. Air Force;flight no Definida;Sawyer AFB - Wurtsmith AFB;Boeing KC-135A;60-0317;18092/431;17;0;17;6;0;6;0;Crashed after returning from Sawyer AFB in Michigan.;Sawyer AFB 
3523;1988-10-25;1053;Juliaca, Peru;Aero Peru;flight no Definida;Juliaca - Arequipa;Fokker F-28 Fellowship 1000;OB-R-1020;11059;69;65;4;12;11;1;0;Crashed shortly after taking off from Manco Capac airport at Juliaca. The pilot tried to return to the runway but crashed in a high nose-up attitude into a pasture. The plane broke in two and burst into flames.;Juliaca 
3524;1988-11-02;?;Near Rzeszow, Poland;LOT Polish Airlines;703;Warszawa - Rzeszow;Antonov AN-24B;SP-LTD;67302209;29;25;4;1;1;0;0;The plane attempted to make an emergency landing due to engine failure, struck a ditch and caught fire.;Warszawa 
3525;1988-11-14;0714;Ilmajoki, Finland;Wasa Wings;flight no Definida;Helsink - Ilmajoki;Embraer 110P1 Bandeirante;OH-EBA;110226;12;10;2;6;4;2;0;The aircraft struck trees 2,400 feet next to the runway while approaching in deteriorating weather conditions. A power failure caused all light to go out at the airport.;Helsink 
3526;1988-11-18;0630;Montluçon, France;Air Littoral;440;Montluçon - Paris;Swearingen SA-226TC Metro II;F-GCPG;TC-334E;4;2;2;4;2;2;0;While taking off the nose pitched down the plane descended and crashed to the ground and caught fire. Inadvertent activation of the Stall Avoidance System resulting in the stick pusher activation at a crucial altitude.;Montluçon 
3527;1988-11-30;0720;Hamada al Hambra, Libya;Aero Club Libya;flight no Definida;Hamada al Hambra - Tripoli;de Havilland Canada DHC-6 Twin Otter 300;5A-DDD;670;14;12;2;14;12;2;0;While attempting to land in mist and poor visibility the aircraft hit a  pylon and burned. VFR flight in IMC;Hamada al Hambra 
3535;1989-01-31;1210;Near Abilene, Texas;Military - U.S. Air Force;flight no Definida;Dyess AFB - Hawaii;Boeing KC-135A;63-7990;18607/646;19;12;7;19;12;7;0;Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.;Dyess AFB 
3538;1989-02-08;1408;Santa Maria, Azores, Portugal;Independent Air Inc.;1851;Bergamo - Orio al Serio - Santa Maria;Boeing B-707-331B;N7231T;19572/687;144;137;7;144;137;7;0;The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value.;Bergamo 
3541;1989-02-28;0633;Near Quebec City, Quebec, Canada;Transfair;flight no Definida;La Grande - Lac Bienville;Douglas C-47A;C-FBZN;25290;2;0;2;2;0;2;0;The cargo plane crashed after its initial climb. Icing.;La Grande 
3543;1989-03-10;1209;Dryden, Ontario, Canada;Air Ontario;1363;Dryden - Winnipeg;Fokker F-28 Fellowship 1000;C-FONF;11060;69;65;4;24;21;3;0;While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision.;Dryden 
3544;1989-03-15;0725;West Lafayette, Indiana;Mid Pacific Air;flight no Definida;Terre Haute - Lafayette;NAMC YS-11A-300F;N128MP;2139;2;0;2;2;0;2;0;While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps.;Terre Haute 
3545;1989-03-18;0215;Carswell AFB, Texas;Evergreen International Airlines;flight no Definida;Fort Worth, TX - Oklahoma City, OK;McDonnell Douglas DC-9-33RC;N931F;47192/287;2;0;2;2;0;2;0;The loss of control of the airplane for undetermined reasons following the in-flight opening of the improperly latched cargo door. Contributing to the accident were inadequate procedures used by Evergreen Airlines and approved by the FAA for pre-flight verification of external cargo door lock pin manual control handle, and the failure of McDonnell Douglas to provide flight crew guidance and emergency procedures for an in-flight opening of the cargo door. Also contributing to the accident was the failure of the FAA to mandate modification to the door-open warning system for DC-9 cargo-configured airplanes, given the previously known occurrences of in-flight door openings.;Fort Worth, TX 
3550;1989-04-26;?;Baranquilla, Colombia;Aerosucre Colombia;flight no Definida;Baranquilla - Bogota;Aérospatiale SE-210 Caravelle;HK-3325X;215;5;2;3;5;2;3;0;The cargo flight suffered the shifting of cargo after takeoff cause the plane to take a nose-high attitude, stall and crash into houses.;Baranquilla 
3551;1989-05-05;1430;Near Cancun, Mexico;Aero Cozumel;flight no Definida;Chichen Itza - Cozumel;Britten Norman BN-2A Trislander II;XA-JPE;1051;19;17;2;6;6;0;0;Crashed after the pilot radioed he was making an emergency landing with engine problems.;Chichen Itza 
3554;1989-06-07;0427;Near Paramaribo, Surinam;Surinam Airways;764;Paramaribo - Zanderij;McDonnell Douglas DC-8 Super 62;N1809E;46107/498;187;178;9;176;167;9;0;"The aircraft hit a tree and crashed during a third landing attempt in fog. The crew descended below the published minimum altitude. Despite concerns about possible landing equipment failures the crew was determined to make a landing and not divert to another airport as they were running out of fuel. They could not get an ILS signal and ignored a Ground Proximity Warning System alarm 60 seconds prior to the crash by turning it off 10 seconds after it started its warning. About 20 members from the Dutch soccer team ""Colorful 11"" from Surinam were killed.";Paramaribo 
3555;1989-06-11;1015;Vereda el Salitre, Colombia;Aerotaca;flight no Definida;El Yopal - Tame;de Havilland Canada DHC-6 Twin Otter 300;HK-2486;676;22;20;2;6;6;0;0;Crashed into a mountain.;El Yopal 
3558;1989-06-22;1740;Near Tarma, Peru;Fuerza Aérea del Peru;flight no Definida;San Ramon - Captain Alvarino;de Havilland Canada DHC-5D Buffalo;FAP-329;329;62;57;5;62;57;5;0;Crashed into a mountainside in the remote Andean highlands shortly after leaving San Ramon. Overloaded.;San Ramon 
3561;1989-06-28;0930;Near Borana, Somalia;Somali Airlines;flight no Definida;Hargeisa - Mogadishu;Fokker F-27 Friendship 600RF;6O-SAZ;10559;30;24;6;30;24;6;0;Crashed after takeoff.  Shot down by a surface-to-air missile.;Hargeisa 
3562;1989-06-29;0004;Cartersville, Georgia;Calair;flight no Definida;Carterville, GA  - Montgomery, AL;Dassault Falcon 20;N125CA;208;2;0;2;2;0;2;0;Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action.;Carterville, GA  
3563;1989-07-19;0717;Glen Burnie, Maryland;Air Taxi - Centre Airlines Inc.;flight no Definida;Baltimore, MD - Winchester, VA;Beech E18S;N138JR;cn_ln no Definida;5;4;1;2;2;0;0;Shortly after departing from runway 15l at the Baltimore-Washington International Airport, the pilot transmitted that he had an emergency consisting of a fire under his side panel. He reported he was going to circle & land. According to witnesses, flames & smoke were in the cockpit area. The aircraft started a gradual descent during a left turn. Subsequently, it crashed into a house.;Baltimore, MD 
3564;1989-07-19;1102;Talourow Island, USSR;Aeroflot;flight no Definida;Observation flight out of Cape Schmidt;Antonov AN-26;CCCP-26685;8805;10;6;4;10;6;4;0;Crashed into costal cliffs while on an ice observation flight.;Observation flight out of Cape Schmidt
3566;1989-07-21;?;Porgera, New Guinea;Talair;flight no Definida;Porega-Port Moresby;de Havilland Canada DHC-6 Twin Otter 300;P2-RDW;366;22;20;2;3;1;2;0;Crashed into jungle shortly after taking off.;Porega
3567;1989-07-21;1523;Manila, Philippines;Philippine Air Lines;flight no Definida;Zamboanga - Manila;BAC One-Eleven 516FP;RP-C1193;231;98;91;7;1;1;0;8;In heavy rain the aircraft bounced twice, crashed through a concreate wall, overran the runway, crossed a road and struck several cars.;Zamboanga 
3569;1989-07-26;?;Near Chana, Angola;Military - Angolan Air Force;flight no Definida;Luena - Cazombo;Antonov AN-26;Placa de Avion no Definida;cn_ln no Definida;48;44;4;42;0;0;0;Shot down either by rebel forces or friendly fire. A missile struck one of the engines and the plane crashed while attempting an emergency landing.;Luena 
3575;1989-08-08;1035;Near Midford Sound, New Zealand;Aspring Air;flight no Definida;Wanaka - Milford Sound;Britten-Norman BN-2A-26 Trislander;ZK-EVK;0583;10;9;1;10;9;1;0;Crashed into the face of a mountain. Undetermined.;Wanaka 
3576;1989-08-13;2125;Janice, Mississippi;Private;flight no Definida;Hattiesburg, MS - Gulfport, MS;Cessna 177RG;N1976Q;177RG-0376;2;1;1;2;1;1;0;The aircraft was flying from Hattiesburg to Gulfport. The non-instrument rated pilot lost control of the aircraft after encountering instrument meteorological conditions resulting in the airplane spiraling into the ground in a wooded area.  U.S. Representative from Mississippi, Larkin Smith, 45, was killed.;Hattiesburg, MS 
3579;1989-09-03;2045;Near Sao Jose do Xingu, Brazil;Varig;254;Maraba - Belem;Boeing B-737-241;PP-VMK;21006/398;54;48;6;13;13;0;0;A series of navigation errors led to the aircraft running out of fuel and crashing into the jungle. The crew was working with a filight plan that showed the course in tenths of a degree  instead of in the usual whole degrees. When the flight plan indicated 0270 degrees, the crew should have been flying at 027 degrees. Instead they flew at 270 degrees (west).Therefore, the crew flew in  the wrong direction, even though Belem was north of Maraba and the sun was setting right in front of them. Then they assumed they had overshot Belem and flew straight back east. Then they began following a river which they assumed was the Amazon which would lead them to Belem, but it was the Xingu river. Finally, they  tuned in a radio station and homed in on it assuming it was a Belem station, which it wasn't.;Maraba 
3583;1989-09-15;?;Near Bentuni, Indonesia;Merpati Nusantara Airlines;flight no Definida;Manokwari - Bentuni;de Havilland Canada DHC-6 Twin Otter 300;PK-NUE;345;22;19;3;22;19;3;0;Crashed while making an approach to Bintuni.;Manokwari 
3584;1989-09-19;14:00;Near Bilma, Niger;Union des Transportes Aeriens;772;N'Djamena - Paris;McDonnell Douglas DC-10-30;N54629;46852/125;171;156;15;171;156;15;0;While climbing through FL 350, 46 minutes after takeoff, a bomb exploded in a container in location 13-R in the forward cargo hold. The aircraft disintegrated and crashed into the desert. A Congolese man, who boarded at Brazzaville and disembarked at Ndjamena was believed to have brought the bomb aboard.;N'Djamena 
3589;1989-09-23;2035;Ujani Dam, India;Vayudoot;flight no Definida;Pune - Hyderabad;Dornier Do-288-201;VT-EJF;8052;11;8;3;11;8;3;0;Exploded in mid-air and crashed during a thunderstorm and heavy rain.;Pune 
3591;1989-09-27;0953;Grand Canyon National Park Airport, Tusayan, Arizona;Grand Canyon Airlines;Canyon 5;Grand Canyon National Park;de Havilland Canada DHC-6 Twin Otter 300;N75GC;439;21;19;2;10;8;2;0;The aircraft bounced and came down on its right wing tip while attempting to land. The controls were damaged and after an attempted go-around and reaching a height of 200 ft., the plane rolled to the left and crashed into trees on a hill. Improper pilot techniques and crew coordination during the landing attempt, bounce and attempted go-around.;Grand Canyon National Park
3592;1989-09-28;2008;Semyonovka ,Ukraine;MAP;flight no Definida;Mukachevo - 	Moscow;Antonov An-32;CCCP-48095;1705;9;4;5;9;4;5;0;Failure of the autopilot caused the plane to enter a spiral descent. Attempts to pull the plane out caused the aircraft to break-up in midair and crash into a swamp.;Mukachevo 
3594;1989-10-06;2205;Uncertain, Texas;Winchester Air;flight no Definida;Uncertain - Destsin;Cessna 208 Caravan I;N208W;208-00115;5;3;2;5;3;2;0;The aircraft took off, made a left turn and crashed into trees.  Improper planning and decision by the pilot-in-command and failure of the crew to maintain runway alignment and clearance from the high obstructions beside the runway. Contributing factors included weather conditions, dark night, lack of runway edge lights, lack of visual perception by the pilots and trees beside the runway.;Uncertain 
3596;1989-10-10;?;Urpay, Peru;TAUSA;flight no Definida;Urpay-Uchiza;Cessna 402C Utililiner;OB-T-1254;402C-0638;12;11;1;12;11;1;0;Crashed into mountain after takeoff.;Urpay
3598;1989-10-20;0232;Leninakan, Russia;Aeroflot;flight no Definida;Ul'yanovsk - Leninakan;Ilyushin IL-76TD;CCCP-76466;23440153;15;10;5;15;10;5;0;Descended below minima and struck a mountain. Did not heed GPWS warnings. Incorrectly set altimeter.;Ul'yanovsk 
3602;1989-10-28;1837;Halawa Point, Molokai, Hawaii;Aloha Island Air;1712;Kahului, Maui - Kaunakakai, Molokai;de Havilland DHC-6 Twin Otter 300;N707PV;400;20;18;2;20;18;2;0;The aircraft collided with terrain near Halawa Bay, Molokai, Hawaii, while en route on a scheduled passenger flight from the Kahalui Airport, Maui, to Kaunakakai Airport, Molokai. The decision of the captain to continue flight under visual flight rules at night into instrument meteorological conditions, which obscured rising mountainous terrain. The victims included eight members of Molokai High School's volleyball team and staff.;Kahului, Maui 
3603;1989-11-09;?;Monrovia, Liberia;Weasua Air Ttansport;flight no Definida;Monrovia-Freetown;Britten-Norman BN-2A Islander;9L-LAV;767;10;9;1;2;1;1;0;Crashed on a beach following engine failure.;Monrovia
3604;1989-11-10;?;Maluti Mountains, Lesotho;Military - Royal Lesotho Defence Force;flight no Definida;Qacha?s-  Nek-Maseru;Casa 212 Aviocar;LDF-46;389;18;16;2;18;16;2;0;Hit a mountain.;Qacha?s
3605;1989-11-21;1728;Near Tyumem, Russia;Aeroflot;flight no Definida;Perm - Sovietsky;Antonov AN-24;CCCP-46335;97305602;42;36;6;34;28;6;0;The plane collided with  trees 180 m from the Inner Marker.  Weather was below minima with a 80 m cloud base and 2000 m visibility in haze and snow.;Perm 
3607;1989-11-25;0748;Seoul, South Korea;Korean Airlines;flight no Definida;Seou - Ulsan;Fokker F-28 Fellowship 4000;HL-7255;11223;52;46;6;1;1;0;0;The plane crashed during takeoff after losing the left engine, directional control and overrunning the runway and catching fire.;Seou 
3609;1989-11-27;?;Near Jamba, Angola;Tepper Aviation;flight no Definida;Kamina - Jamba;Lockheed L-100-20 Hercules;N9205T;4129;5;0;5;5;0;5;0;Crashed while landing.;Kamina 
3611;1989-11-28;1825;Block Island, Rhode Island;New England Airlines;flight no Definida;Block Island, RI - Westerly, RI;Britten-Norman BN-2A Islander;N127JL;69;8;7;1;8;7;1;0;Crashed into the sea 4 miles Northwest of the Island. Unknown cause. There was sever turbulence and windshear in the area.;Block Island, RI 
3612;1989-12-01;0930;Patuxent, Maryland;Military - U.S. Army;flight no Definida;Fort Belvoir - Patuxent River NAS;CASA 212 Aviocar 200;N296CA;296;5;0;5;5;0;5;0;"The crew inadvertently selected ""Beta Range"" on the propellers at 800 feet. The aircraft then stalled and crashed into the river.";Fort Belvoir 
3613;1989-12-21;1400;Near Guayaramerin, Bolivia;Military - Bolivian Air Force;flight no Definida;Guayaramerin - Santa Cruz;Lockheed C-130A;TAM-62;3187;28;18;10;24;0;0;0;The passenger flight crashed into a jungle shortly after taking off.;Guayaramerin 
3614;1989-12-26;2230;Pasco, Washington;United Express;2415;Yakima - Pasco;British Aerospace 3101 Jetstream 31;N410UE;776;6;4;2;6;4;2;0;The aircraft was observed sinking fast while attempting to land at Pasco. The aircraft suddenly nosed over and crashed short of the runway. The crew's decision to continue an unstabilized instrument landing system approach that led to a stall, most likely of the horizontal stabilizer, and loss of control at low altitude. Contributing to the accident was the air traffic controller's improper vectors that positioned the aircraft inside the outer marker while it was still well above the glideslope. Contributing to the stall and loss of control was the accumulation of airframe ice that degraded the aerodynamic performance of the airplane.;Yakima 
3615;1989-12-28;?;Near Visina, Romania;Tarom;flight no Definida;Bicharest - Beogard;Antonov An-24RV;YR-BMJ;77310801;7;1;6;7;1;6;0;Crashed in poor weather conditions. Rumors suggest the plane was shot down.;Bicharest 
3617;1990-01-02;1340;Java Sea, Indonesia;Pelita Air Service;flight no Definida;Palambang and Jakarta;CASA 212 Aviocar 200;PK-PCM;217/57N;16;13;3;9;7;2;0;Ditched into the Java Sea after experiencing mechanical problems with the right engine and being unable to maintain altitude. The crew shut down the engine and feathered the propeller but could not maintain altitude despite jettisoning luggage out of the aircraft.;Palambang and Jakarta
